hour,day_of_week,month,is_peak_hour,is_weekend,road_type,weather,traffic_density,speed,speed_limit,vehicle_type,vehicles_involved,vehicle_age,road_condition,road_width,alcohol_involved,driver_distracted,pedestrians_involved,visibility,temperature,humidity,junction_type,severity
10,Thursday,10,1,0,Urban Road,Clear,7,10,40,Auto,1,9,Good,3,0,0,2,6,30,88,T-Junction,Medium
17,Tuesday,1,1,0,Urban Road,Cloudy,8,10,40,Truck,3,10,Good,8,0,1,1,7,25,35,Intersection,High
9,Tuesday,11,1,0,State Highway,Rainy,9,10,60,Car,2,3,Wet,9,0,0,1,8,39,64,T-Junction,Medium
21,Friday,7,0,0,Urban Road,Clear,6,14,40,Truck,2,1,Wet,10,0,0,1,9,32,57,No Junction,Low
17,Sunday,7,1,1,State Highway,Rainy,10,10,60,Car,1,6,Under Construction,3,0,0,2,6,30,60,Intersection,High
6,Tuesday,6,0,0,Urban Road,Clear,3,23,40,Car,2,4,Slippery,10,1,0,0,6,30,74,No Junction,Medium
21,Saturday,6,0,1,Urban Road,Cloudy,2,45,40,Car,1,3,Under Construction,10,0,0,1,6,26,60,No Junction,Low
22,Tuesday,2,0,0,Urban Road,Clear,6,56,40,Motorcycle,2,4,Slippery,12,1,0,0,5,32,92,No Junction,High
6,Saturday,3,0,1,National Highway,Rainy,2,70,80,Motorcycle,2,12,Good,6,0,0,0,5,27,36,No Junction,Medium
15,Thursday,3,0,0,Highway,Cloudy,5,53,80,Motorcycle,1,0,Under Construction,8,0,0,0,6,30,79,T-Junction,Medium
9,Wednesday,3,1,0,Highway,Cloudy,10,13,80,Motorcycle,3,3,Under Construction,4,0,1,0,8,26,85,T-Junction,Medium
12,Monday,2,0,0,Residential,Clear,8,62,40,Car,2,2,Dry,7,0,0,0,5,35,59,T-Junction,Medium
7,Friday,9,1,0,State Highway,Foggy,5,21,60,Car,1,8,Dry,7,0,0,0,3,23,69,T-Junction,Medium
16,Friday,6,0,0,Highway,Heavy Rain,2,55,80,Car,2,7,Slippery,8,1,0,3,5,15,100,Roundabout,High
22,Saturday,2,0,1,Residential,Rainy,1,42,40,Motorcycle,1,5,Dry,7,0,1,0,8,25,65,No Junction,Medium
14,Thursday,3,0,0,Residential,Cloudy,5,34,40,Truck,5,7,Dry,10,1,0,1,7,37,80,Roundabout,High
6,Thursday,10,0,0,Residential,Rainy,4,53,40,Motorcycle,2,0,Good,7,0,0,0,5,33,84,T-Junction,Medium
17,Sunday,6,1,1,Urban Road,Foggy,5,10,40,Auto,1,9,Wet,11,0,0,1,1,35,43,Intersection,High
10,Monday,4,1,0,Urban Road,Cloudy,6,37,40,Motorcycle,2,2,Dry,3,1,0,0,6,28,100,Roundabout,High
20,Wednesday,7,1,0,Urban Road,Foggy,6,10,40,Car,2,3,Wet,11,0,0,0,4,28,60,Roundabout,High
12,Friday,6,0,0,Residential,Clear,4,42,40,Motorcycle,2,8,Dry,3,1,0,3,6,24,61,Intersection,High
8,Saturday,6,1,1,Highway,Clear,6,30,80,Motorcycle,2,0,Slippery,10,1,0,0,7,24,77,T-Junction,High
8,Thursday,12,1,0,Residential,Cloudy,9,26,40,Motorcycle,2,5,Under Construction,10,0,0,0,7,28,68,T-Junction,Medium
18,Friday,3,1,0,Urban Road,Clear,2,31,40,Car,2,6,Slippery,4,0,0,3,8,28,58,Roundabout,High
9,Saturday,11,1,1,Urban Road,Cloudy,5,10,40,Bus,1,6,Dry,11,0,0,0,7,27,78,T-Junction,Medium
18,Tuesday,8,1,0,Residential,Clear,4,53,40,Car,1,8,Dry,4,0,0,0,5,29,39,T-Junction,Medium
8,Friday,9,1,0,State Highway,Cloudy,8,19,60,Car,1,7,Dry,4,0,1,0,5,25,95,No Junction,Medium
10,Wednesday,6,1,0,Residential,Cloudy,6,10,40,Motorcycle,4,5,Dry,6,0,0,0,9,30,72,No Junction,Medium
13,Saturday,2,0,1,Urban Road,Cloudy,6,85,40,Truck,2,0,Slippery,6,0,1,0,6,35,76,Intersection,High
22,Wednesday,1,0,0,Highway,Clear,6,50,80,Car,4,1,Wet,6,0,0,3,9,40,57,No Junction,High
22,Friday,3,0,0,Residential,Cloudy,3,68,40,Motorcycle,2,4,Dry,8,0,1,0,8,23,54,No Junction,Medium
8,Tuesday,3,1,0,Urban Road,Rainy,7,15,40,Motorcycle,3,0,Dry,9,0,0,0,8,35,40,Y-Junction,Medium
11,Wednesday,8,0,0,Residential,Clear,7,62,40,Motorcycle,1,0,Dry,7,0,0,0,5,32,80,No Junction,Medium
7,Thursday,5,1,0,Urban Road,Cloudy,6,10,40,Car,4,11,Under Construction,4,0,0,2,8,35,32,T-Junction,Medium
14,Saturday,1,0,1,State Highway,Clear,3,45,60,Motorcycle,4,8,Dry,5,0,1,0,5,40,69,Intersection,Medium
13,Friday,11,0,0,National Highway,Clear,3,50,80,Car,5,3,Dry,14,0,1,1,6,37,54,No Junction,High
21,Tuesday,4,0,0,Highway,Foggy,4,19,80,Motorcycle,2,7,Dry,4,1,0,0,4,20,69,Y-Junction,High
22,Thursday,7,0,0,Residential,Rainy,5,25,40,Motorcycle,3,0,Wet,4,0,0,0,8,28,46,No Junction,Medium
11,Friday,5,0,0,Highway,Cloudy,6,30,80,Bus,1,8,Dry,3,0,0,3,6,23,89,No Junction,Medium
14,Sunday,10,0,1,Urban Road,Clear,5,10,40,Motorcycle,1,5,Slippery,10,0,0,0,8,29,44,No Junction,Low
21,Tuesday,6,0,0,Urban Road,Clear,4,45,40,Bus,2,12,Slippery,10,1,1,0,7,40,20,T-Junction,High
19,Thursday,10,1,0,Residential,Heavy Rain,5,14,40,Bus,3,9,Dry,9,0,0,3,4,32,58,Y-Junction,High
0,Wednesday,4,0,0,Urban Road,Clear,4,36,40,Motorcycle,2,4,Dry,11,0,0,0,6,28,47,Intersection,Medium
10,Friday,2,1,0,State Highway,Clear,9,31,60,Auto,1,13,Good,5,1,0,0,8,23,59,Roundabout,Medium
12,Friday,9,0,0,Urban Road,Heavy Rain,7,42,40,Bicycle,2,9,Slippery,4,0,1,0,3,26,48,No Junction,High
8,Wednesday,2,1,0,Urban Road,Rainy,6,10,40,Car,1,9,Dry,8,0,0,0,8,34,69,Intersection,Low
8,Sunday,2,1,1,Urban Road,Clear,6,14,40,Bus,3,5,Dry,9,0,1,0,6,23,37,Intersection,Medium
3,Monday,12,0,0,Residential,Cloudy,5,25,40,Car,2,12,Dry,8,0,0,0,5,37,65,No Junction,Medium
17,Thursday,2,1,0,Highway,Cloudy,7,10,80,Truck,2,5,Slippery,7,0,0,0,6,32,58,Intersection,High
9,Wednesday,1,1,0,Urban Road,Cloudy,2,26,40,Truck,1,5,Good,11,0,0,0,5,21,45,Intersection,Low
5,Friday,12,0,0,Urban Road,Clear,2,35,40,Bus,1,10,Wet,7,0,0,0,5,36,41,Intersection,Medium
8,Thursday,12,1,0,Urban Road,Clear,8,10,40,Car,1,5,Dry,8,0,1,1,9,20,91,No Junction,Medium
19,Sunday,3,1,1,Highway,Clear,6,10,80,Auto,2,5,Slippery,7,0,0,1,6,18,39,Y-Junction,High
20,Thursday,6,1,0,Highway,Clear,9,16,80,Motorcycle,1,11,Good,6,0,0,0,9,31,49,No Junction,Medium
14,Monday,7,0,0,Urban Road,Clear,4,25,40,Car,1,5,Dry,4,0,0,2,5,33,88,Intersection,Low
12,Friday,1,0,0,Urban Road,Foggy,2,26,40,Bus,4,13,Good,9,0,0,0,4,26,67,No Junction,Medium
23,Tuesday,5,0,0,Urban Road,Clear,4,21,40,Auto,4,5,Slippery,3,0,1,0,5,23,69,Y-Junction,High
8,Monday,5,1,0,Residential,Rainy,8,17,40,Bicycle,3,4,Dry,6,0,0,2,6,26,48,T-Junction,High
8,Monday,1,1,0,Urban Road,Heavy Rain,7,10,40,Motorcycle,3,7,Dry,6,0,0,1,3,29,60,T-Junction,High
9,Tuesday,4,1,0,Urban Road,Clear,3,65,40,Car,1,8,Dry,4,0,0,0,6,28,100,No Junction,Medium
7,Tuesday,10,1,0,State Highway,Rainy,5,35,60,Car,1,2,Slippery,7,0,0,1,6,23,86,T-Junction,Medium
11,Sunday,1,0,1,Residential,Rainy,2,34,40,Auto,1,0,Wet,9,1,1,0,8,20,43,Y-Junction,Medium
21,Sunday,1,0,1,National Highway,Clear,1,20,80,Bus,2,2,Wet,8,0,0,0,9,25,57,Y-Junction,Medium
17,Monday,12,1,0,Urban Road,Foggy,6,38,40,Motorcycle,3,7,Dry,6,0,0,1,3,22,20,No Junction,High
12,Thursday,7,0,0,State Highway,Clear,6,21,60,Car,5,6,Good,9,0,0,0,9,30,78,T-Junction,Medium
22,Wednesday,7,0,0,Residential,Clear,2,17,40,Motorcycle,3,8,Dry,8,0,0,0,5,34,43,No Junction,Medium
4,Wednesday,3,0,0,State Highway,Cloudy,6,16,60,Truck,1,2,Dry,4,0,0,0,6,24,74,T-Junction,Low
8,Monday,7,1,0,National Highway,Clear,7,10,80,Motorcycle,4,10,Dry,5,0,1,0,6,33,64,Intersection,High
16,Thursday,3,0,0,Highway,Foggy,3,46,80,Car,2,9,Dry,3,0,0,0,2,37,56,Intersection,High
17,Tuesday,2,1,0,Highway,Cloudy,7,10,80,Bus,1,12,Good,6,0,0,0,9,23,60,T-Junction,Medium
3,Saturday,10,0,1,Residential,Clear,3,55,40,Car,2,6,Dry,5,0,0,0,5,30,60,T-Junction,Medium
12,Monday,4,0,0,Urban Road,Foggy,6,25,40,Bicycle,3,6,Dry,7,0,1,0,2,28,41,Intersection,High
17,Friday,10,1,0,State Highway,Rainy,10,13,60,Auto,4,5,Wet,13,0,1,2,7,21,81,No Junction,High
18,Thursday,3,1,0,Highway,Rainy,10,10,80,Bicycle,3,7,Wet,3,0,0,3,7,28,66,No Junction,High
17,Friday,12,1,0,State Highway,Clear,2,30,60,Motorcycle,2,2,Dry,3,0,0,0,5,25,89,No Junction,Medium
10,Friday,7,1,0,Highway,Clear,6,15,80,Motorcycle,5,4,Dry,12,0,0,0,7,24,33,No Junction,Medium
6,Monday,12,0,0,Urban Road,Clear,3,40,40,Motorcycle,1,12,Dry,9,0,0,0,7,26,84,T-Junction,Low
12,Thursday,12,0,0,National Highway,Clear,6,22,80,Car,1,6,Under Construction,10,0,0,3,9,24,53,Y-Junction,Medium
7,Friday,1,1,0,Highway,Clear,8,10,80,Bus,2,6,Slippery,6,0,0,0,6,35,55,No Junction,Medium
22,Sunday,6,0,1,Urban Road,Cloudy,5,24,40,Motorcycle,3,5,Good,10,0,0,0,9,15,85,Intersection,Low
13,Sunday,2,0,1,Highway,Rainy,4,14,80,Motorcycle,1,6,Dry,7,0,1,3,7,22,87,T-Junction,Medium
10,Thursday,8,1,0,State Highway,Clear,5,30,60,Auto,2,8,Wet,10,0,1,0,8,27,95,Roundabout,Medium
18,Wednesday,5,1,0,Residential,Cloudy,9,10,40,Car,1,1,Slippery,11,0,0,1,5,22,64,No Junction,Medium
14,Saturday,3,0,1,State Highway,Foggy,2,10,60,Motorcycle,2,2,Dry,10,0,1,0,4,32,59,No Junction,Medium
10,Friday,10,1,0,Urban Road,Rainy,4,32,40,Truck,2,5,Slippery,6,0,0,1,7,29,92,No Junction,Medium
19,Friday,7,1,0,Urban Road,Rainy,3,10,40,Car,2,4,Wet,8,0,0,2,9,27,78,Intersection,Medium
20,Thursday,11,1,0,Highway,Cloudy,6,10,80,Truck,1,3,Wet,5,0,1,1,5,28,69,Intersection,High
17,Sunday,2,1,1,Urban Road,Rainy,8,81,40,Car,3,5,Wet,9,1,0,3,6,27,24,Y-Junction,High
4,Saturday,5,0,1,Urban Road,Rainy,1,57,40,Bus,2,3,Wet,9,0,0,1,5,21,58,T-Junction,Medium
16,Wednesday,11,0,0,Residential,Foggy,6,20,40,Bus,3,3,Under Construction,3,0,0,0,3,31,56,T-Junction,High
18,Friday,8,1,0,Urban Road,Rainy,5,25,40,Car,2,1,Good,9,0,0,0,9,20,59,T-Junction,Low
7,Monday,11,1,0,Highway,Clear,5,18,80,Motorcycle,2,9,Wet,9,0,0,0,8,28,48,No Junction,Medium
8,Sunday,1,1,1,Urban Road,Heavy Rain,2,94,40,Bus,1,6,Dry,9,0,1,0,3,29,57,T-Junction,High
20,Thursday,1,1,0,Urban Road,Clear,8,22,40,Car,4,10,Slippery,8,0,0,0,5,25,94,Intersection,High
2,Thursday,3,0,0,Highway,Rainy,3,51,80,Motorcycle,2,4,Dry,9,0,0,0,5,24,83,T-Junction,Medium
18,Sunday,3,1,1,Highway,Rainy,6,10,80,Car,2,13,Dry,8,1,1,3,8,24,74,Intersection,High
13,Friday,7,0,0,Highway,Clear,4,35,80,Motorcycle,2,9,Wet,5,0,0,1,5,18,71,T-Junction,High
13,Wednesday,6,0,0,State Highway,Heavy Rain,4,18,60,Auto,2,2,Wet,9,0,1,1,2,38,44,T-Junction,High
0,Friday,7,0,0,Urban Road,Clear,5,55,40,Motorcycle,2,4,Under Construction,5,0,0,0,9,32,75,Roundabout,Low
19,Sunday,4,1,1,State Highway,Rainy,7,46,60,Motorcycle,1,11,Good,4,0,1,0,5,29,76,No Junction,High
11,Tuesday,11,0,0,Urban Road,Foggy,6,11,40,Bicycle,3,4,Under Construction,8,0,0,0,4,23,65,Y-Junction,Medium
15,Friday,2,0,0,Residential,Clear,3,18,40,Motorcycle,2,15,Good,3,0,0,0,8,27,39,Intersection,Medium
17,Saturday,2,1,1,Highway,Clear,4,10,80,Car,1,10,Wet,5,0,0,1,7,25,93,Intersection,Medium
18,Sunday,10,1,1,Residential,Clear,10,48,40,Bicycle,1,6,Dry,7,1,0,0,8,37,62,Y-Junction,High
22,Saturday,1,0,1,Urban Road,Heavy Rain,3,27,40,Truck,2,7,Wet,11,0,0,2,3,16,73,No Junction,High
15,Sunday,9,0,1,Highway,Rainy,5,28,80,Motorcycle,1,11,Wet,7,0,0,0,9,19,81,T-Junction,Medium
12,Tuesday,7,0,0,National Highway,Foggy,3,52,80,Truck,3,14,Wet,13,0,0,1,3,18,35,Intersection,High
22,Saturday,10,0,1,Residential,Rainy,1,10,40,Bus,4,8,Wet,3,1,0,0,7,32,95,T-Junction,Medium
17,Saturday,3,1,1,Urban Road,Clear,4,43,40,Car,3,6,Under Construction,9,0,0,1,7,23,39,No Junction,Medium
9,Monday,2,1,0,Urban Road,Heavy Rain,6,29,40,Car,3,5,Dry,9,0,0,1,5,31,62,No Junction,High
7,Thursday,3,1,0,Urban Road,Heavy Rain,7,10,40,Car,1,5,Dry,5,1,0,0,2,27,94,T-Junction,High
20,Saturday,7,1,1,Residential,Cloudy,10,10,40,Car,1,6,Wet,7,0,0,2,8,33,40,Intersection,Medium
11,Thursday,5,0,0,Residential,Cloudy,5,20,40,Bus,3,5,Good,7,0,0,0,8,33,58,No Junction,Low
17,Sunday,12,1,1,Highway,Rainy,4,38,80,Motorcycle,2,5,Dry,11,0,0,0,5,29,81,T-Junction,High
13,Wednesday,3,0,0,Highway,Clear,4,60,80,Truck,4,5,Good,3,0,1,2,9,33,90,No Junction,High
8,Friday,9,1,0,Urban Road,Clear,5,22,40,Car,3,0,Good,13,0,0,0,7,21,38,T-Junction,Medium
16,Monday,2,0,0,Urban Road,Cloudy,1,63,40,Bicycle,2,0,Dry,3,0,1,0,8,14,43,Intersection,Medium
5,Sunday,7,0,1,Urban Road,Heavy Rain,3,25,40,Car,2,11,Under Construction,9,0,0,0,4,30,60,Roundabout,Medium
12,Tuesday,10,0,0,Residential,Clear,2,44,40,Motorcycle,4,6,Dry,5,0,0,1,8,27,77,T-Junction,Medium
15,Wednesday,6,0,0,Residential,Rainy,6,22,40,Motorcycle,2,2,Wet,9,0,1,0,6,23,62,No Junction,Medium
12,Monday,6,0,0,Urban Road,Cloudy,4,35,40,Truck,2,6,Wet,6,1,1,2,5,26,65,No Junction,High
18,Monday,7,1,0,State Highway,Foggy,7,10,60,Car,2,8,Good,12,0,1,2,2,17,61,No Junction,High
19,Sunday,6,1,1,Highway,Cloudy,5,10,80,Car,3,9,Wet,8,0,0,0,6,23,67,Intersection,Medium
19,Tuesday,2,1,0,Residential,Rainy,8,21,40,Motorcycle,2,7,Wet,6,0,0,2,9,36,71,No Junction,Medium
3,Tuesday,11,0,0,National Highway,Rainy,8,20,80,Motorcycle,2,11,Wet,4,0,0,0,7,32,76,T-Junction,Medium
8,Thursday,5,1,0,Urban Road,Clear,4,19,40,Car,2,1,Dry,9,1,0,1,8,33,96,Intersection,Medium
15,Friday,3,0,0,Urban Road,Clear,5,31,40,Bus,3,4,Wet,9,0,0,1,5,25,72,Intersection,Medium
22,Sunday,9,0,1,Highway,Clear,6,51,80,Car,2,2,Good,6,0,1,2,8,31,78,Roundabout,Medium
19,Wednesday,8,1,0,State Highway,Clear,10,10,60,Motorcycle,3,1,Dry,8,0,1,1,5,36,80,Roundabout,High
20,Friday,10,1,0,Urban Road,Clear,8,69,40,Car,2,10,Wet,8,0,0,1,6,33,81,No Junction,High
9,Wednesday,11,1,0,Residential,Rainy,7,10,40,Motorcycle,2,8,Dry,9,0,0,1,5,32,71,No Junction,Medium
12,Monday,2,0,0,Highway,Clear,5,24,80,Car,2,7,Under Construction,5,0,0,0,9,13,97,T-Junction,Medium
13,Saturday,1,0,1,Highway,Clear,2,69,80,Bus,2,9,Dry,6,1,0,1,5,31,26,T-Junction,High
7,Saturday,4,1,1,Urban Road,Clear,3,58,40,Car,2,4,Dry,9,1,0,1,7,26,63,No Junction,High
3,Sunday,4,0,1,Urban Road,Rainy,3,10,40,Car,1,0,Under Construction,7,1,0,1,6,22,71,Intersection,Medium
22,Tuesday,12,0,0,State Highway,Rainy,5,17,60,Motorcycle,2,3,Wet,3,1,0,0,5,31,52,Intersection,High
8,Tuesday,10,1,0,State Highway,Clear,6,26,60,Car,4,0,Slippery,12,1,1,1,8,28,93,T-Junction,High
8,Monday,11,1,0,Urban Road,Rainy,7,10,40,Motorcycle,2,7,Under Construction,10,0,0,1,9,30,23,No Junction,Medium
6,Monday,2,0,0,Highway,Clear,4,47,80,Auto,2,5,Dry,3,0,0,0,7,24,57,Roundabout,Medium
21,Wednesday,7,0,0,Urban Road,Rainy,7,25,40,Motorcycle,4,1,Dry,6,0,0,3,5,19,30,T-Junction,High
16,Monday,3,0,0,Residential,Clear,6,10,40,Car,2,0,Dry,12,0,0,1,5,39,56,No Junction,Medium
17,Sunday,7,1,1,Highway,Clear,2,57,80,Auto,2,3,Wet,9,0,0,0,7,21,48,Intersection,High
21,Wednesday,7,0,0,Residential,Clear,4,53,40,Motorcycle,4,8,Dry,3,0,1,1,7,24,71,T-Junction,High
10,Friday,1,1,0,Highway,Rainy,6,25,80,Bicycle,5,0,Wet,3,0,0,0,5,33,100,No Junction,High
17,Tuesday,6,1,0,Residential,Foggy,10,46,40,Auto,2,8,Dry,3,0,0,0,2,36,91,T-Junction,High
3,Tuesday,4,0,0,State Highway,Clear,4,48,60,Auto,2,6,Dry,6,0,0,0,8,29,37,Intersection,Medium
8,Saturday,11,1,1,Urban Road,Rainy,7,10,40,Car,2,5,Dry,10,0,0,0,8,33,74,Intersection,Medium
19,Saturday,8,1,1,State Highway,Cloudy,2,10,60,Motorcycle,3,5,Wet,3,0,0,1,5,31,54,Intersection,Medium
18,Sunday,8,1,1,State Highway,Clear,5,10,60,Bus,3,1,Dry,9,0,1,0,6,22,82,T-Junction,Medium
11,Tuesday,3,0,0,Residential,Rainy,6,10,40,Bus,2,5,Dry,5,0,0,1,5,21,80,Intersection,Low
11,Sunday,4,0,1,Urban Road,Clear,5,40,40,Motorcycle,1,5,Slippery,3,1,0,0,6,34,92,Intersection,Medium
15,Friday,1,0,0,Urban Road,Clear,8,22,40,Bicycle,2,6,Dry,6,0,0,1,8,31,97,T-Junction,Medium
0,Friday,10,0,0,State Highway,Clear,6,24,60,Auto,1,3,Good,13,0,0,1,5,44,85,T-Junction,Low
8,Thursday,2,1,0,Residential,Clear,8,20,40,Motorcycle,2,2,Wet,12,0,0,3,8,23,61,Intersection,High
8,Wednesday,7,1,0,State Highway,Rainy,6,26,60,Car,3,7,Dry,6,0,0,0,5,28,61,Y-Junction,Medium
8,Saturday,11,1,1,Residential,Cloudy,6,43,40,Motorcycle,2,3,Good,8,0,1,0,8,28,38,Y-Junction,Medium
19,Wednesday,12,1,0,Highway,Rainy,8,30,80,Car,2,8,Wet,6,0,0,0,7,19,72,No Junction,Medium
9,Saturday,7,1,1,National Highway,Clear,8,13,80,Motorcycle,2,3,Wet,3,1,0,1,5,24,74,Y-Junction,High
8,Thursday,9,1,0,Highway,Clear,6,16,80,Truck,2,4,Dry,6,0,1,0,6,31,29,T-Junction,Medium
14,Tuesday,10,0,0,National Highway,Cloudy,5,53,80,Car,1,5,Dry,9,1,0,0,8,30,87,T-Junction,High
20,Sunday,9,1,1,Urban Road,Rainy,6,26,40,Car,2,11,Slippery,4,0,0,0,9,24,59,Y-Junction,Medium
8,Wednesday,9,1,0,Urban Road,Clear,8,10,40,Auto,2,5,Dry,11,0,0,1,6,27,43,Intersection,Medium
6,Saturday,6,0,1,Urban Road,Rainy,4,10,40,Motorcycle,2,10,Wet,11,0,1,0,9,39,69,Intersection,Low
11,Wednesday,8,0,0,National Highway,Rainy,2,74,80,Truck,1,2,Slippery,6,0,0,1,8,27,36,Intersection,Medium
18,Tuesday,9,1,0,State Highway,Rainy,8,38,60,Car,1,0,Dry,8,0,0,0,5,24,51,Intersection,Medium
15,Sunday,12,0,1,State Highway,Cloudy,7,15,60,Motorcycle,1,0,Under Construction,11,0,0,0,5,40,47,T-Junction,Medium
19,Monday,7,1,0,Urban Road,Cloudy,4,31,40,Auto,2,4,Dry,9,0,0,0,5,29,47,Y-Junction,Medium
22,Saturday,4,0,1,Highway,Rainy,7,44,80,Bus,1,0,Dry,12,0,0,0,9,22,44,Y-Junction,Medium
19,Monday,4,1,0,Residential,Heavy Rain,6,45,40,Bus,2,0,Good,3,0,1,0,3,34,60,T-Junction,High
16,Thursday,6,0,0,Urban Road,Heavy Rain,3,40,40,Auto,1,5,Dry,6,0,0,1,5,21,81,T-Junction,Medium
14,Sunday,11,0,1,State Highway,Heavy Rain,3,11,60,Car,4,10,Under Construction,7,0,0,0,5,22,44,T-Junction,Medium
4,Friday,4,0,0,State Highway,Clear,4,54,60,Bicycle,5,4,Slippery,11,0,0,1,8,24,51,Intersection,Medium
23,Wednesday,11,0,0,Urban Road,Clear,4,15,40,Motorcycle,2,6,Wet,8,0,0,1,7,22,44,Intersection,Medium
11,Saturday,7,0,1,Residential,Rainy,4,26,40,Bus,3,9,Wet,5,0,1,0,7,23,82,Y-Junction,Medium
7,Wednesday,8,1,0,State Highway,Foggy,3,29,60,Car,4,3,Dry,7,0,0,0,4,21,57,T-Junction,High
17,Thursday,8,1,0,National Highway,Clear,8,19,80,Truck,3,10,Slippery,9,0,0,0,5,28,72,Intersection,High
9,Thursday,8,1,0,Residential,Rainy,10,11,40,Car,2,2,Good,7,0,1,0,5,20,56,Intersection,Medium
16,Wednesday,2,0,0,State Highway,Rainy,1,87,60,Bicycle,2,6,Dry,10,1,0,1,6,19,94,No Junction,High
16,Saturday,10,0,1,Urban Road,Rainy,4,40,40,Car,2,4,Dry,8,0,0,1,8,30,61,Roundabout,Low
13,Sunday,2,0,1,Highway,Rainy,1,27,80,Truck,1,5,Wet,7,0,0,0,7,26,87,T-Junction,Medium
19,Tuesday,2,1,0,Highway,Clear,4,10,80,Car,5,13,Dry,11,0,0,1,9,28,83,Intersection,Medium
9,Sunday,2,1,1,Highway,Heavy Rain,7,14,80,Motorcycle,1,3,Slippery,12,1,0,0,2,26,58,Intersection,High
13,Tuesday,4,0,0,Highway,Clear,8,29,80,Car,1,0,Slippery,11,0,0,0,5,41,51,Intersection,Medium
15,Friday,5,0,0,Highway,Clear,4,76,80,Car,2,13,Dry,5,0,0,0,6,28,56,T-Junction,High
17,Sunday,4,1,1,State Highway,Rainy,7,10,60,Truck,1,6,Wet,11,0,1,0,9,26,58,No Junction,Medium
19,Wednesday,5,1,0,Residential,Clear,2,64,40,Motorcycle,3,4,Dry,11,0,0,0,5,30,92,Intersection,High
12,Wednesday,4,0,0,Urban Road,Clear,2,60,40,Car,1,1,Dry,4,0,1,0,6,29,84,T-Junction,Medium
17,Saturday,7,1,1,Urban Road,Rainy,3,51,40,Motorcycle,4,6,Under Construction,6,0,0,1,9,33,72,No Junction,Medium
7,Wednesday,10,1,0,Urban Road,Clear,9,20,40,Car,4,12,Dry,11,0,0,1,7,29,54,T-Junction,High
22,Saturday,1,0,1,Highway,Rainy,6,10,80,Motorcycle,2,0,Wet,10,0,1,0,9,30,48,No Junction,Medium
11,Wednesday,1,0,0,Urban Road,Clear,7,10,40,Car,2,0,Wet,6,0,0,0,9,32,35,Intersection,Low
18,Thursday,2,1,0,State Highway,Clear,7,10,60,Auto,2,3,Wet,4,0,0,0,9,34,58,Intersection,Medium
2,Monday,1,0,0,Residential,Cloudy,2,64,40,Motorcycle,1,0,Dry,11,0,0,0,9,25,53,Roundabout,Low
8,Wednesday,12,1,0,Residential,Rainy,5,26,40,Motorcycle,2,5,Under Construction,9,0,1,1,5,19,90,Intersection,High
14,Monday,10,0,0,Urban Road,Cloudy,9,22,40,Truck,2,5,Good,8,0,0,1,8,18,74,T-Junction,Medium
20,Tuesday,12,1,0,Urban Road,Clear,4,35,40,Car,1,2,Wet,5,0,0,1,7,31,64,No Junction,Medium
15,Friday,12,0,0,Urban Road,Rainy,2,58,40,Car,1,0,Dry,10,1,0,0,8,29,81,Intersection,Medium
21,Sunday,10,0,1,Residential,Cloudy,3,31,40,Car,2,7,Under Construction,4,0,0,1,5,20,90,T-Junction,Medium
14,Sunday,11,0,1,Residential,Rainy,6,25,40,Motorcycle,2,13,Good,5,0,1,3,9,28,61,No Junction,Medium
14,Tuesday,3,0,0,Highway,Rainy,8,17,80,Motorcycle,1,4,Slippery,9,0,0,2,6,25,61,Intersection,High
7,Wednesday,6,1,0,State Highway,Clear,7,10,60,Truck,3,8,Dry,10,0,1,0,6,23,37,T-Junction,Medium
19,Sunday,10,1,1,Urban Road,Clear,6,10,40,Auto,3,3,Dry,8,0,0,0,8,16,92,No Junction,Medium
8,Saturday,11,1,1,Urban Road,Rainy,5,45,40,Car,2,5,Dry,6,1,0,1,6,25,84,No Junction,High
21,Tuesday,6,0,0,Residential,Rainy,4,60,40,Truck,5,9,Dry,10,0,0,3,8,30,53,Y-Junction,High
21,Thursday,1,0,0,Urban Road,Rainy,5,49,40,Bus,2,5,Dry,4,0,1,0,7,38,84,T-Junction,Medium
22,Monday,6,0,0,Residential,Foggy,4,10,40,Truck,3,14,Good,5,0,1,1,4,19,20,No Junction,Medium
15,Saturday,5,0,1,Highway,Cloudy,8,19,80,Auto,1,7,Wet,11,0,0,2,9,25,55,Intersection,Medium
17,Sunday,7,1,1,Urban Road,Clear,3,10,40,Motorcycle,3,0,Dry,4,0,0,0,5,37,66,Intersection,Medium
19,Saturday,6,1,1,Urban Road,Rainy,3,29,40,Bus,2,9,Wet,3,0,0,0,7,33,71,T-Junction,Medium
7,Wednesday,12,1,0,Highway,Clear,6,31,80,Car,2,1,Dry,5,1,0,0,6,32,83,No Junction,High
16,Thursday,12,0,0,Highway,Clear,2,54,80,Motorcycle,1,6,Wet,11,0,0,0,6,28,47,T-Junction,Medium
3,Monday,7,0,0,Residential,Rainy,7,10,40,Auto,3,11,Dry,10,0,0,3,8,32,76,No Junction,Medium
14,Thursday,2,0,0,Highway,Foggy,5,65,80,Motorcycle,2,2,Dry,3,0,0,2,4,23,81,Roundabout,High
7,Tuesday,12,1,0,Highway,Clear,8,10,80,Car,1,12,Dry,5,0,0,0,5,22,60,T-Junction,Medium
